,PCA1,PCA2,PCA3,DATE
85,0.3179978,-0.68416005,0.05022729,2020-01-07
86,0.70456666,-0.7707733,0.1061668,2020-01-08
87,0.7716984,-0.95146036,-0.020756934,2020-01-09
88,0.7306373,-0.8119157,0.13552222,2020-01-10
89,0.76918966,-0.84359294,0.12297789,2020-01-13
90,0.85963595,-0.8453007,0.1485913,2020-01-14
91,1.1057589,-0.8363644,0.1626126,2020-01-15
92,1.8104758,-0.90717757,0.26251185,2020-01-16
93,2.2898076,-0.9644941,0.22312076,2020-01-17
94,1.9892128,-0.7241986,0.19380543,2020-01-21
95,2.2253523,-0.5553776,0.1545306,2020-01-22
96,3.3553607,-0.36855215,0.3090786,2020-01-23
97,3.290296,-0.08423929,0.23147225,2020-01-24
98,3.4025106,0.4042306,0.29870623,2020-01-27
99,3.802156,0.64983755,0.24423495,2020-01-28
100,4.172371,0.675422,0.09996918,2020-01-29
101,5.2483497,0.028490942,-0.30132103,2020-01-30
102,6.0831,-0.4398252,-0.5597714,2020-01-31
103,4.7832093,0.04110566,-0.37075713,2020-02-03
104,5.040956,0.046957616,-0.42820475,2020-02-04
105,4.8800187,0.40393466,-0.08666373,2020-02-05
106,4.4972377,0.73817146,-0.09889557,2020-02-06
107,5.5154605,0.46261868,0.034719966,2020-02-07
108,3.8483865,1.2645555,-0.028149012,2020-02-10
109,3.3140664,1.8746654,-0.3117825,2020-02-11
110,3.921625,1.8378764,0.13139367,2020-02-12
111,4.9765015,1.3275694,0.104545444,2020-02-13
112,5.847743,0.8032149,0.16414669,2020-02-14
113,4.9617043,0.8513521,-0.033280693,2020-02-18
114,4.8498282,1.1147419,-0.07800603,2020-02-19
115,4.9366574,1.2413408,-0.08484594,2020-02-20
116,5.192761,1.0507591,-0.08056104,2020-02-21
117,4.6420813,1.0150483,-0.004254444,2020-02-24
118,4.2282324,1.0517277,0.14454953,2020-02-25
119,4.4769273,0.70219684,0.009641208,2020-02-26
120,4.2028403,0.61059165,-0.055588935,2020-02-27
121,2.943833,0.4571509,-0.22320628,2020-02-28
122,2.4594302,0.26783648,-0.24035935,2020-03-02
123,1.5096371,0.16375898,-0.4105341,2020-03-03
124,1.1864942,-0.15110853,-0.20106938,2020-03-04
125,0.6866763,-0.1888462,0.047176417,2020-03-05
126,-0.7648507,0.49607518,0.43810785,2020-03-06
127,-1.9594895,1.1346664,0.6789903,2020-03-09
128,0.26266444,0.34475252,0.4806387,2020-03-10
129,0.59629995,0.07727484,0.44310313,2020-03-11
130,0.861453,-0.23330507,0.1611459,2020-03-12
131,1.322803,-0.5331755,0.123842075,2020-03-13
132,0.17368695,-0.34804967,-0.04469653,2020-03-16
133,1.3955078,-1.0085896,-0.017002953,2020-03-17
134,2.2066708,-1.7472165,0.20867936,2020-03-18
135,1.887835,-1.8353841,-0.1542657,2020-03-19
136,0.35190025,-1.0552748,-0.1616589,2020-03-20
137,-0.33802164,-0.5478774,-0.18676472,2020-03-23
138,0.20680234,-0.46730068,0.13538845,2020-03-24
139,0.32736674,-0.6123664,0.26911122,2020-03-25
140,0.0013882052,-0.69430834,0.228756,2020-03-26
141,-0.70419335,-0.31919515,0.2108592,2020-03-27
142,-0.80039865,-0.2007378,0.11038636,2020-03-30
143,-1.030681,0.021322725,0.051871065,2020-03-31
144,-0.8190606,-0.0006467005,0.220224,2020-04-01
145,-1.1524467,0.19420959,0.3413454,2020-04-02
146,-1.4218891,0.3627767,0.34939113,2020-04-03
147,-0.89212817,0.23770952,0.3726055,2020-04-06
148,-0.33690405,-0.013671231,0.47919136,2020-04-07
149,-0.06857343,-0.20143157,0.23192504,2020-04-08
150,-0.3314752,-0.04499531,0.09746373,2020-04-09
151,-0.67759556,0.17338513,0.11386648,2020-04-13
152,-0.55599934,0.06031609,0.11380802,2020-04-14
153,-1.1950517,0.24883711,0.14907002,2020-04-15
154,-1.3742253,0.3566165,0.28304675,2020-04-16
155,-1.0744903,0.06413903,0.21976021,2020-04-17
156,-1.4133849,0.3031228,0.34960765,2020-04-20
157,-1.6107994,0.5181872,0.45062515,2020-04-21
158,-1.4561571,0.45720118,0.50978124,2020-04-22
159,-1.2688986,0.4222076,0.58185124,2020-04-23
160,-1.446611,0.58807516,0.62834805,2020-04-24
161,-1.1712297,0.401471,0.6578768,2020-04-27
162,-1.8982297,0.7610493,0.5723292,2020-04-28
163,-2.027051,0.8535145,0.4589428,2020-04-29
164,-2.4161909,0.9024796,0.31429616,2020-04-30
165,-2.280826,0.8375163,0.34820828,2020-05-01
166,-1.9681767,0.62022746,0.35235587,2020-05-04
167,-1.4335139,0.365861,0.42086002,2020-05-05
168,-0.71692497,-0.25603843,0.16917334,2020-05-06
169,-1.4301568,0.15164575,0.117596544,2020-05-07
170,-1.0706977,-0.044720154,0.08886317,2020-05-08
171,-1.1263814,0.07380191,0.24463521,2020-05-11
172,-1.2939326,0.13886426,0.24411033,2020-05-12
173,-1.3668177,0.0798181,0.12157005,2020-05-13
174,-1.4284403,0.21637726,0.23976755,2020-05-14
175,-1.3778355,0.16807358,0.1390223,2020-05-15
176,-0.8830094,-0.053623036,0.2072338,2020-05-18
177,-0.8654512,-0.15400921,0.04727449,2020-05-19
178,-0.92285115,-0.10021877,0.08087538,2020-05-20
179,-0.67311347,-0.25922188,0.064317234,2020-05-21
180,-0.7608062,-0.08152068,0.15315913,2020-05-22
181,-0.6657107,-0.17953804,0.077444606,2020-05-26
182,-0.80787045,-0.10908771,-0.023611678,2020-05-27
183,-0.6669971,-0.2181787,0.0015743888,2020-05-28
184,-1.0516725,-0.007753442,-0.03251107,2020-05-29
185,-0.65580434,-0.28698695,-0.17922808,2020-06-01
186,-0.63695675,-0.30910024,-0.20028491,2020-06-02
187,0.075844765,-0.74287486,-0.19500858,2020-06-03
188,0.1906454,-0.85045666,-0.26221094,2020-06-04
189,0.6545688,-1.0730462,-0.14777459,2020-06-05
190,0.61515963,-1.0539186,-0.16479966,2020-06-08
191,0.27729654,-0.78293777,-0.16873309,2020-06-09
192,-0.07096959,-0.65538013,-0.32080245,2020-06-10
193,-0.5768059,-0.22652984,-0.18246306,2020-06-11
194,-0.33869573,-0.42208132,-0.19058552,2020-06-12
195,-0.28826588,-0.4898323,-0.12798049,2020-06-15
196,0.06353792,-0.7328928,-0.31645954,2020-06-16
197,0.13342015,-0.77721864,-0.39196017,2020-06-17
198,-0.027762558,-0.7041019,-0.30860925,2020-06-18
199,-0.20804799,-0.61551553,-0.4138528,2020-06-19
200,-0.008485032,-0.70012426,-0.28336492,2020-06-22
201,0.076449774,-0.69733673,-0.31205806,2020-06-23
202,0.10949575,-0.6452537,-0.2528435,2020-06-24
203,0.09022071,-0.6095985,-0.21505474,2020-06-25
204,-0.24910372,-0.3967057,-0.13150822,2020-06-26
205,-0.07793758,-0.6297073,-0.16156302,2020-06-29
206,-0.12836735,-0.5619566,-0.22416838,2020-06-30
207,0.03729244,-0.71119756,-0.18246418,2020-07-01
208,-0.15547486,-0.63207626,-0.24580814,2020-07-02
209,-0.14256282,-0.5965205,-0.24140704,2020-07-06
210,-0.7201778,-0.2867886,-0.11245334,2020-07-07
211,-0.86656004,-0.13356984,-0.1289132,2020-07-08
212,-1.3211144,0.16081324,-0.024465522,2020-07-09
213,-1.18997,0.21825106,0.15707581,2020-07-10
214,-1.1192309,0.18647449,0.111143924,2020-07-13
215,-1.0861875,0.19892512,0.10732582,2020-07-14
216,-1.1325723,0.12482746,0.060441658,2020-07-15
217,-1.0173397,0.08296995,0.10257365,2020-07-16
218,-0.8773257,-0.07830338,0.03515737,2020-07-17
219,-0.9879037,-0.05349018,0.017763395,2020-07-20
220,-1.2310983,0.13301484,-0.04515275,2020-07-21
221,-1.2876389,0.23898754,0.081050284,2020-07-22
222,-1.740907,0.57201135,0.26136813,2020-07-23
223,-1.6996012,0.71632767,0.36327925,2020-07-24
224,-1.4756843,0.5258452,0.40095142,2020-07-27
225,-1.4379914,0.44198552,0.29580486,2020-07-28
226,-1.3323075,0.2296217,0.1563372,2020-07-29
227,-1.3456464,0.20760724,0.16866785,2020-07-30
