,DGS1,DGS5,DGS10,DGS30,DATE
171,0.0,-0.02000001,-0.04000002,-0.049999952,2020-05-11
172,-0.00999999,-0.030000001,-0.050000012,-0.029999971,2020-05-12
173,0.0,0.0,-0.00999999,-0.05000007,2020-05-13
174,0.0,0.0,0.00999999,0.0200001,2020-05-14
175,0.019999996,0.06999999,0.09000003,0.120000005,2020-05-15
176,-0.010000005,-0.030000001,-0.030000031,-0.01000011,2020-05-18
177,0.0,-0.00999999,-0.01999998,-0.029999971,2020-05-19
178,0.0,0.00999999,0.0,0.0,2020-05-20
179,0.010000005,-0.00999999,-0.01999998,-0.029999971,2020-05-21
180,0.0,0.00999999,0.029999971,0.059999943,2020-05-22
181,0.010000005,-0.00999999,-0.00999999,0.01000011,2020-05-26
182,-0.010000005,0.0,0.01999998,0.029999971,2020-05-27
183,0.0,-0.03999999,-0.050000012,-0.060000062,2020-05-28
184,0.0,0.00999999,0.01000005,0.05000007,2020-05-29
185,0.0,0.00999999,0.01999998,0.01999998,2020-06-01
186,0.0,0.060000002,0.089999974,0.07999992,2020-06-02
187,0.0,0.02000001,0.050000012,0.05000007,2020-06-03
188,0.010000005,0.06999999,0.09000003,0.06999993,2020-06-04
189,0.00999999,-0.02000001,-0.030000031,-0.029999971,2020-06-05
190,0.0,-0.049999982,-0.04000002,-0.059999943,2020-06-08
191,-0.00999999,-0.06999999,-0.089999974,-0.060000062,2020-06-09
192,0.00999999,-0.01000002,-0.089999974,-0.120000005,2020-06-10
193,-0.00999999,0.01000002,0.049999952,0.04000008,2020-06-11
194,-0.010000005,0.0,0.0,0.0,2020-06-12
195,0.010000005,0.00999999,0.04000002,0.089999914,2020-06-15
196,0.00999999,0.0,-0.00999999,-0.01999998,2020-06-16
197,0.0,0.0,-0.030000031,-0.049999952,2020-06-17
198,-0.00999999,-0.00999999,-0.00999999,0.0,2020-06-18
199,-0.010000005,0.00999999,0.00999999,-0.00999999,2020-06-19
200,0.010000005,-0.00999999,0.01000005,0.029999971,2020-06-22
201,-0.010000005,0.0,-0.030000031,-0.049999952,2020-06-23
202,0.0,-0.01000002,-0.00999999,-0.01000011,2020-06-24
203,0.0,-0.01999998,-0.04000002,-0.059999943,2020-06-25
204,-0.010000005,-0.02000001,0.0,0.01999998,2020-06-26
205,0.0,0.00999999,0.02000004,0.01999998,2020-06-29
206,0.0,0.02000001,0.029999971,0.01999998,2020-06-30
207,0.0,-0.02000001,-0.00999999,0.0,2020-07-01
208,0.0,0.02000001,0.00999999,0.0200001,2020-07-02
209,-0.00999999,-0.02000001,-0.04000002,-0.07000005,2020-07-06
210,0.0,0.01000002,0.02000004,0.00999999,2020-07-07
211,0.0,-0.02000001,-0.050000012,-0.06999993,2020-07-08
212,0.0,0.02000001,0.029999971,0.00999999,2020-07-09
213,0.00999999,0.0,-0.00999999,0.0,2020-07-10
214,0.010000005,-0.02000001,-0.00999999,-0.03000009,2020-07-13
215,-0.019999996,0.0,0.00999999,0.03000009,2020-07-14
216,-0.010000005,0.0,-0.01999998,-0.0200001,2020-07-15
217,0.0,0.00999999,0.01999998,0.0200001,2020-07-16
218,0.0,0.0,-0.01999998,-0.00999999,2020-07-17
219,0.010000005,-0.01999998,-0.00999999,-0.01000011,2020-07-20
220,-0.010000005,0.0,-0.00999999,-0.01999998,2020-07-21
221,0.0,0.0,-0.01000005,-0.049999952,2020-07-22
222,0.019999996,0.0,0.0,-0.00999999,2020-07-23
223,-0.019999996,0.030000001,0.030000031,0.01999998,2020-07-24
224,0.0,-0.04000002,-0.030000031,-0.029999971,2020-07-27
225,-0.010000005,-0.00999999,-0.00999999,0.01999998,2020-07-28
226,-0.019999996,-0.019999996,-0.029999971,-0.03999996,2020-07-29
227,0.0,-0.02000001,0.0,0.0,2020-07-30
228,0.009999998,0.010000005,0.00999999,0.029999971,2020-07-31
229,0.020000003,-0.030000001,-0.04000002,-0.03999996,2020-08-03
230,-0.020000003,0.030000001,0.030000031,0.029999971,2020-08-04
231,0.020000003,-0.010000005,0.0,-0.01999998,2020-08-05
232,0.0,0.02000001,0.01999998,0.029999971,2020-08-06
233,-0.010000005,0.00999999,0.01999998,0.01999998,2020-08-07
234,0.02000001,0.030000016,0.050000012,0.07000005,2020-08-10
235,-0.02000001,0.030000001,0.050000012,0.049999952,2020-08-11
236,0.010000005,0.01999998,0.01999998,0.049999952,2020-08-12
237,-0.010000005,-0.030000001,0.0,0.03000009,2020-08-13
238,0.0,0.0,-0.01999998,-0.0200001,2020-08-14
239,0.0,-0.01999998,-0.01999998,-0.029999971,2020-08-17
240,0.0,0.01999998,0.00999999,0.01999998,2020-08-18
241,-0.009999998,-0.030000001,-0.030000031,-0.03999996,2020-08-19
242,0.009999998,0.01000002,-0.00999999,-0.029999971,2020-08-20
243,0.010000005,0.00999999,0.00999999,0.0,2020-08-21
244,-0.010000005,0.02000001,0.04000002,0.03999996,2020-08-24
245,-0.009999998,-0.02000001,0.0,0.01999998,2020-08-25
246,0.009999998,0.030000001,0.050000012,0.09000003,2020-08-26
247,-0.009999998,-0.030000001,0.0,0.01999998,2020-08-27
248,0.0,0.0,-0.01999998,-0.029999971,2020-08-28
249,0.0,-0.02000001,-0.04000002,-0.060000062,2020-08-31
250,0.009999998,0.0,-0.01999998,-0.049999952,2020-09-01
251,-0.009999998,-0.019999996,-0.030000031,-0.03999996,2020-09-02
