,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0
1,0.007280711589547545,-0.018011457897976056,0.13145506140580043,-0.007909568880858399,0.03287925122743928
2,-0.01871224184938875,-0.007756729067246741,-0.03623209804360996,0.006134495598337996,-0.02665482513743883
3,-0.0012415281757770587,-0.030366815452053948,-0.04229062142883415,0.0185267067821632,0.024799193627818194
4,-0.061400935217045746,-0.01137585082290239,-0.021208162421559287,-0.011512185549035193,-0.06610638082909885
5,0.04213813438187368,-0.0037645592532304893,-0.03634076650803131,-0.017200191167796277,-0.0802578321902234
6,-0.027735584930457732,-0.049083159576821696,-0.016534764206102073,0.050325460889226216,-0.03840795755697618
7,-0.032120550628494005,0.008762589031504363,0.03048300351953012,-0.1040262003455637,0.049069812455178316
8,0.03026946594688169,0.012731531265416008,0.0958705687475339,0.020809479671988453,0.08269174089006405
9,0.03435685926710955,0.07148421770343912,-0.022587151558788883,-0.0761985900001655,-0.05651435275541484
10,0.0012861804841881024,0.1192043611048051,-0.015672639761629612,-0.05395503293508373,-0.008071386095096663
11,-0.06724837330087198,-0.03175489346862604,-0.06261898275502582,-0.1616407924883676,-0.03759937647880007
12,-0.11066071680987621,-0.03145037493693243,0.11661582396840266,-0.053612462700398635,0.02157639656289411
13,-0.1024262887051054,0.05340776038890689,-0.07219400367518042,-0.02842987399244111,-0.00546881371919408
14,0.006836694960344711,0.08902282042148423,-0.009114663689607817,-0.13702589236937537,-0.02573414127638775
15,-0.043836247562545956,0.059905193698475905,-0.005456874169211386,-0.0891920955141912,0.043686883188420844
16,-0.01058385106002823,0.0252614808613167,0.00783642255399922,-0.032166027084435646,-0.019163778777380402
17,0.007047142569795189,0.08082331050700456,0.06708309105483942,-0.022336949023020577,-0.14680047289353992
18,-0.048944806883510376,-0.00346813588623228,0.04824717953081489,-0.05274088768280341,-0.10483604504725023
19,-0.04510694132572173,-0.05231216634583247,-0.024026855827414262,-0.007224037601391565,0.04379955223540259
20,0.04462747504092128,-0.027139309574244423,0.0016623946693137964,-0.01109015464951658,-0.015862020259878026
21,-0.06576136203312623,0.10814884884666498,0.11734220255411576,-0.05771048018836072,0.12634975587412126
22,-0.04127316152493649,0.03531610244182447,0.003804672860076579,0.06879504459611749,-0.043988895124878635
23,-0.048559004992358226,0.028320226298935255,0.0037644247731733194,-0.016937379756739833,0.02734004621393308
24,-0.023456958229460746,0.08874260443053222,0.07684139700787576,-0.21123249275824904,-0.023233067555518228
25,-0.05862019050829194,0.009781665145763323,-0.0511018759407989,-0.023220421340692632,-0.04098407834816912
26,0.09472938999711725,0.084982114216476,0.07235222178129423,-0.003923520847777446,0.0006553354099397913
27,0.03091270460996214,-0.00706542636710223,-0.08842794735024029,0.0005338558464162138,-0.0015201386383648782
28,0.005894752734831349,-0.02136814278692084,-0.030862011677513772,0.018427026965648272,-0.06766213117672401
29,-0.06478447578071249,0.018916239603456217,-0.014472103627204346,0.09829963394570564,-0.054056662042469804
30,-0.021267521009504277,-0.017745449297518763,-0.0025663573033402223,0.07215477040917273,0.03727278733403271
31,-0.056383099610975686,-0.042363791008094426,0.04298074047402159,-0.049349018116724284,0.04419582538680988
32,-0.07356360922287423,-0.03339202615595563,-0.012373158381501118,0.015480268948306702,-0.013434705300559914
33,-0.024495991567117358,-0.07611518425058017,0.046964442191404165,0.07263334700646405,-0.03673563079328639
34,0.025842297829854595,0.05870712662624087,0.14406284826139526,-0.04225203630873122,0.021097470317071324
35,0.02003039251312913,0.03054164205407314,0.012397927913029422,0.04035156543282875,-0.035710711185283774
36,0.023537699508312533,0.007485392248118528,0.014346462259884393,0.0329443039553657,0.013047028081432556
37,-0.06863261249351923,0.1681984105830566,-0.03593412873231946,-0.020152006895277092,0.004932727614850091
38,-0.014851224596512736,0.10041689449331306,-0.0544475863850921,-0.008683689329039197,0.11704110675211733
39,-0.03611836495202804,0.04232232800356789,0.03805012631477147,0.006321517615520381,0.024639813220527503
40,-0.032547926688560255,-0.04660421390727403,-0.008848033289354233,-0.032861459647713115,-0.04094614743546698
41,0.02673406286566006,-0.10010702133679866,-0.032310106392357596,0.022262733991501873,-0.0077975681354481114
42,-0.0049140505764715256,0.007424421569779332,0.046852345610733356,3.982412351079528e-05,-0.13003774375238727
43,0.06852707429366041,0.007762325263178519,0.0014459334918576173,-0.010911536771159736,-0.030635439924046274
44,-0.02725214079697086,-0.024045043916595996,0.040160328927912506,0.06076703096583685,0.11713185905145754
45,-0.051892707972921955,0.02076662825818176,-0.07240441450169885,0.022286482626045774,-0.03125175728420403
46,0.025778222220472775,-0.0628225008220861,-0.0816467669870718,0.06723283577421606,-0.037552672028775394
47,0.020091636359457973,-0.027313828751058693,-0.023383555734286764,-0.03138256085355247,-0.010345285222562936
48,-0.007018804819280175,-0.0486154911273572,-0.04586406730170291,-0.0618586378311615,0.03571558322956047
49,0.13206197985495421,-0.0032674298610989604,0.04215968869129351,-0.057105598920156306,0.009879859230553768
50,-0.04893838186106138,0.07807103983097137,0.030907660224400998,0.08628065132871846,-0.0944558578962604
51,0.08764991833352694,-0.12153396147261489,0.0058321510178073275,-0.01956230957230344,0.016088255467414287
52,-0.026572137857158826,-0.00870309203555723,0.037074181152126864,-0.09119558031525064,-0.01955759219408415
53,-0.04306880234260388,-0.056084316897062496,0.05117412222388007,-0.052893592502739936,0.09889707091170376
54,-0.07324878224272113,-0.10168435200616478,0.032860409158967215,-0.022805781121010362,0.025514248817411395
55,0.11673842330619252,-0.029450478542338104,0.12048311683514021,-0.08294428972522068,-0.07153038244848116
56,0.004344956745289613,-0.10345464398191041,-0.038888244361444134,0.02068698143172229,0.02770388999444868
57,-0.08406148471741798,0.006117755056679646,-0.0817162555285087,0.044228515158652226,0.09606805805319527
58,-0.009899493100646299,-0.008633394463237149,0.060414128373872666,0.0400865308048045,0.07446192570704659
59,0.023906404242876378,0.04168697760059119,0.0005256494532746426,0.030612327436281554,-0.020867218939456478
60,-0.08216305753267832,-0.002612607080323102,0.009516294012368243,0.022620045096289343,-0.06976628191474447
61,-0.05005263593119964,0.0006742762903367444,-0.07408248900144261,0.04122586511813577,0.020286322711603147
62,-0.07094039265089574,0.08162978074200015,-0.05116505661146124,-0.08233318589203231,0.008830568026527846
63,0.027906437469591004,-0.06424547385128174,-0.10160917645099232,-0.08310419189609967,0.017080678964748665
64,0.07254496797561509,-0.029009032050571665,-0.00027405976810260593,-0.0728406300373266,-0.20511670184917102
65,-0.08062891078739337,0.017846981409523364,0.08633036998197023,-0.032113372189008005,-0.04824633717626548
66,-0.04740096200036017,0.022166472218641042,-0.021362583294715944,-0.07852881159250123,-0.06919593489430068
67,0.07698298236849867,0.012728544142731167,0.05848238114420426,-0.21181870665536529,0.03344097728960861
